customer_id,txn_date,txn_amount,customer_balance
28,2020-04-17,823,4178
29,2020-01-19,217,217
29,2020-01-25,522,739
29,2020-01-28,360,1099
29,2020-01-31,527,1626
29,2020-02-09,937,2563
29,2020-02-13,509,3072
29,2020-02-15,366,3438
29,2020-03-03,834,4272
29,2020-03-07,606,4878
29,2020-03-16,1,4879
29,2020-03-20,335,5214
29,2020-03-24,948,6162
29,2020-03-25,147,6309
29,2020-04-10,800,7791
29,2020-04-10,682,7791
29,2020-04-16,576,8367
29,2020-04-17,921,9288
30,2020-01-26,33,33
30,2020-02-28,464,497
30,2020-04-01,392,889
30,2020-04-24,547,1436
31,2020-01-06,83,83
31,2020-03-06,247,330
31,2020-03-18,929,1259
31,2020-03-24,952,2211
32,2020-01-12,812,812
32,2020-01-15,352,1164
32,2020-01-19,527,1691
32,2020-01-28,97,1788
32,2020-01-28,0,1788
32,2020-01-29,119,1907
32,2020-02-09,957,2864
32,2020-02-12,215,3079
32,2020-02-24,707,3786
32,2020-03-10,483,4269
32,2020-03-15,517,4786
32,2020-03-16,219,5005
32,2020-04-07,158,5163
33,2020-01-24,473,473
33,2020-02-05,321,794
33,2020-02-08,176,970
33,2020-02-14,778,1748
33,2020-02-26,334,2082
33,2020-03-01,18,2681
33,2020-03-01,581,2681
33,2020-03-03,260,2941
33,2020-03-08,63,3004
33,2020-03-15,454,3458
33,2020-03-18,732,4190
33,2020-03-26,351,4541
33,2020-03-29,872,5413
33,2020-04-01,375,5788
33,2020-04-08,559,6347
33,2020-04-09,602,6949
33,2020-04-18,184,7133
33,2020-04-22,88,7221
34,2020-01-30,976,976
34,2020-02-01,396,1372
34,2020-02-13,510,1882
34,2020-02-26,417,2299
34,2020-03-05,165,2464
34,2020-03-06,327,2791
35,2020-01-17,936,936
35,2020-01-19,159,1095
35,2020-01-25,472,1970
35,2020-01-25,403,1970
35,2020-01-26,339,2309
35,2020-02-03,733,3042
35,2020-02-06,595,3637
35,2020-03-01,305,4720
35,2020-03-01,778,4720
35,2020-03-13,706,5426
35,2020-03-18,664,6090
35,2020-03-20,500,6590
35,2020-03-30,327,6917
36,2020-01-30,149,149
36,2020-02-09,990,1139
36,2020-02-12,849,1988
36,2020-03-16,280,2354
36,2020-03-16,86,2354
36,2020-03-19,421,2775
36,2020-03-28,524,3299
36,2020-04-22,560,3859
36,2020-04-28,564,5033
36,2020-04-28,610,5033
37,2020-01-29,946,946
37,2020-01-30,861,1807
37,2020-02-03,331,2138
37,2020-02-06,544,2682
37,2020-02-08,922,3604
37,2020-02-11,630,4234
37,2020-02-15,356,4590
37,2020-02-17,666,5256
37,2020-02-20,711,5967
37,2020-02-28,837,6804
37,2020-03-01,54,6858
37,2020-03-12,360,7218
37,2020-03-23,351,7569
37,2020-03-30,396,8775
37,2020-03-30,810,8775
37,2020-04-12,80,8855
37,2020-04-14,371,10038
37,2020-04-14,812,10038
37,2020-04-17,190,10228
37,2020-04-24,371,10599
37,2020-04-25,730,11329
37,2020-04-26,660,11989
38,2020-01-21,367,395
38,2020-01-21,28,395
38,2020-01-27,700,1095
38,2020-01-30,728,1823
38,2020-02-11,475,2298
38,2020-02-14,83,3275
38,2020-02-14,894,3275
38,2020-02-21,496,3771
38,2020-03-04,788,4559
38,2020-03-07,42,4601
38,2020-03-16,410,5011
38,2020-03-18,354,5493
38,2020-03-18,128,5493
38,2020-03-22,724,6217
38,2020-03-25,628,6845
38,2020-03-26,235,7080
38,2020-04-07,759,7839
38,2020-04-11,152,7991
38,2020-04-19,409,9350
38,2020-04-19,950,9350
39,2020-01-22,996,1429
39,2020-01-22,433,1429
39,2020-02-01,608,2037
39,2020-02-10,73,2110
39,2020-02-15,792,2902
39,2020-02-19,281,3183
39,2020-02-27,233,3416
39,2020-03-04,536,3952
39,2020-03-25,409,4361
39,2020-03-27,55,4416
39,2020-04-01,375,4791
39,2020-04-04,28,4819
39,2020-04-08,240,5059
39,2020-04-09,529,6527
39,2020-04-09,939,6527
39,2020-04-13,644,7171
39,2020-04-17,933,8104
40,2020-01-21,857,857
40,2020-01-26,510,1367
40,2020-02-11,914,2281
40,2020-02-13,630,2911
40,2020-02-16,737,3648
40,2020-02-20,401,4049
40,2020-03-05,934,4983
40,2020-03-11,275,5258
40,2020-03-20,712,5970
40,2020-03-25,417,6387
40,2020-04-03,867,7254
41,2020-01-30,790,790
41,2020-01-31,836,1626
41,2020-02-02,443,2069
41,2020-02-06,84,2153
41,2020-02-23,898,3051
41,2020-03-05,914,3965
41,2020-03-12,151,4409
41,2020-03-12,293,4409
41,2020-03-15,397,4806
41,2020-03-22,232,5038
41,2020-03-23,582,5620
41,2020-03-25,872,6492
41,2020-03-26,617,7174
41,2020-03-26,65,7174
41,2020-03-27,689,7863
41,2020-03-30,136,7999
41,2020-04-04,177,8176
41,2020-04-25,739,8915
42,2020-01-11,154,154
42,2020-01-21,989,1143
42,2020-01-28,696,1839
42,2020-02-04,457,2296
42,2020-02-09,9,2305
42,2020-02-14,900,3205
42,2020-02-24,897,4102
42,2020-02-25,210,4312
42,2020-02-29,855,5167
42,2020-03-02,675,5842
42,2020-03-03,163,6005
42,2020-03-14,662,6667
42,2020-03-30,454,7121
42,2020-04-09,999,8120
43,2020-01-28,318,318
43,2020-01-31,519,837
43,2020-02-09,875,1712
43,2020-02-14,96,1808
43,2020-02-20,314,2122
43,2020-02-23,670,2792
43,2020-03-08,971,3763
43,2020-03-18,412,4175
43,2020-03-27,716,4891
43,2020-04-07,842,5733
43,2020-04-24,518,6251
44,2020-01-19,71,71
44,2020-01-20,761,832
44,2020-02-12,671,1503
44,2020-04-08,320,1823
45,2020-01-14,650,650
45,2020-01-15,392,1042
45,2020-01-16,296,1338
45,2020-01-17,915,2253
45,2020-01-18,281,2534
45,2020-01-24,656,3190
45,2020-01-25,997,4187
45,2020-01-27,465,4652
45,2020-01-30,316,4968
45,2020-02-03,760,5728
45,2020-02-13,11,5739
45,2020-02-15,10,5749
45,2020-02-18,983,6732
45,2020-02-28,328,7060
45,2020-03-05,357,7417
45,2020-03-09,609,8026
45,2020-03-29,434,8460
45,2020-03-31,336,8796
46,2020-01-23,356,356
46,2020-01-24,495,851
46,2020-01-31,661,1512
46,2020-02-15,104,1616
46,2020-02-16,970,2586
46,2020-03-03,101,2687
46,2020-03-04,294,2981
46,2020-03-14,574,3555
46,2020-03-23,541,4096
46,2020-04-01,885,4981
46,2020-04-03,631,5612
46,2020-04-14,152,5764
46,2020-04-20,430,6194
47,2020-01-22,203,650
47,2020-01-22,447,650
47,2020-01-26,554,1204
47,2020-01-31,467,2493
47,2020-01-31,822,2493
47,2020-02-03,35,2528
47,2020-02-04,647,3175
47,2020-02-12,496,3671
47,2020-02-14,532,4510
47,2020-02-14,307,4510
47,2020-02-26,281,4791
47,2020-03-05,466,5257
47,2020-03-15,707,5964
47,2020-03-26,275,6239
47,2020-03-28,867,7106
47,2020-03-31,998,8104
47,2020-04-08,307,8411
48,2020-01-01,427,427
48,2020-01-09,784,1211
48,2020-01-14,144,1889
48,2020-01-14,534,1889
48,2020-01-23,440,3623
48,2020-01-23,955,3623
48,2020-01-23,339,3623
48,2020-01-25,236,3859
48,2020-01-27,166,4025
48,2020-01-29,471,4496
48,2020-02-05,950,5446
48,2020-02-15,199,5645
48,2020-02-16,84,5729
48,2020-02-17,38,5767
48,2020-02-23,856,6623
48,2020-02-29,189,6812
48,2020-03-07,600,7412
48,2020-03-17,472,7884
48,2020-03-26,645,8529
49,2020-01-04,432,432
49,2020-01-15,127,559
49,2020-01-19,712,1271
49,2020-01-25,541,1812
49,2020-01-27,531,2343
49,2020-02-11,790,3133
49,2020-02-24,83,3216
49,2020-02-28,510,3726
49,2020-03-02,681,4702
49,2020-03-02,295,4702
49,2020-03-04,699,5401
49,2020-03-05,806,6207
49,2020-03-14,366,6573
49,2020-03-20,85,6658
49,2020-03-21,521,7179
49,2020-03-23,760,7939
49,2020-03-25,736,8675
49,2020-03-27,644,9319
49,2020-03-30,609,9928
50,2020-01-29,899,899
50,2020-01-31,32,931
50,2020-02-02,774,1705
50,2020-02-08,870,2575
50,2020-02-13,279,2854
50,2020-02-18,240,3094
50,2020-03-01,249,3343
50,2020-03-10,640,3983
50,2020-03-13,324,4307
50,2020-03-20,21,4328
50,2020-03-22,969,5297
50,2020-03-24,564,5861
50,2020-04-14,60,5921
50,2020-04-24,235,6156
51,2020-01-20,367,367
51,2020-01-25,66,433
51,2020-02-01,905,1338
51,2020-02-02,150,1488
51,2020-02-22,49,1537
51,2020-02-29,608,2145
51,2020-03-19,707,2852
51,2020-03-22,760,3612
51,2020-03-27,591,4203
51,2020-04-12,72,4275
51,2020-04-16,513,4788
52,2020-01-12,908,908
52,2020-01-26,232,1140
52,2020-02-05,819,1959
52,2020-02-15,653,2612
53,2020-01-24,22,22
53,2020-02-04,188,210
53,2020-03-21,285,495
53,2020-03-23,881,1376
53,2020-03-24,228,1604
53,2020-04-20,187,2724
53,2020-04-20,933,2724
53,2020-04-22,209,2933
54,2020-01-09,138,138
54,2020-01-26,736,874
54,2020-01-29,677,1551
54,2020-01-30,107,1658
54,2020-02-19,29,1687
54,2020-03-24,922,2609
54,2020-03-29,174,2783
54,2020-04-03,435,3218
55,2020-01-25,380,380
55,2020-02-01,558,938
55,2020-02-12,570,1508
55,2020-02-15,806,2722
55,2020-02-15,408,2722
55,2020-02-17,139,2861
55,2020-02-28,597,3458
55,2020-03-03,55,3513
55,2020-03-23,814,4327
55,2020-04-02,585,4912
55,2020-04-06,277,5189
56,2020-01-18,864,864
56,2020-01-23,412,1276
56,2020-01-29,519,1795
56,2020-02-01,122,1917
56,2020-02-05,735,2652
56,2020-02-12,213,2865
56,2020-02-14,37,2902
56,2020-02-17,716,3618
56,2020-03-02,523,4141
56,2020-03-03,744,4885
56,2020-03-07,224,5109
56,2020-03-13,99,5208
56,2020-03-20,218,5426
56,2020-03-30,495,5921
56,2020-04-02,117,6038
56,2020-04-04,302,6340
56,2020-04-07,873,7213
56,2020-04-08,326,7539
56,2020-04-12,407,7946
57,2020-01-06,907,907
57,2020-01-21,469,1376
57,2020-01-24,178,1756
57,2020-01-24,202,1756
57,2020-02-13,515,2271
57,2020-03-03,765,3036
58,2020-01-11,726,726
58,2020-01-13,775,1501
58,2020-01-19,432,1933
58,2020-02-02,866,2799
58,2020-02-08,333,3132
58,2020-02-14,415,3547
58,2020-02-25,937,4484
58,2020-02-28,407,4891
58,2020-03-06,425,5316
58,2020-03-10,358,5674
58,2020-03-17,210,5884
58,2020-03-20,939,6823
58,2020-03-22,958,7781
58,2020-03-23,237,8018
58,2020-03-27,240,8258
58,2020-04-02,945,9587
58,2020-04-02,384,9587
59,2020-01-20,924,924
59,2020-02-07,570,1494
59,2020-02-09,50,1544
59,2020-02-13,646,2190
59,2020-03-02,105,2295
59,2020-03-26,433,2728
59,2020-04-15,854,3582
60,2020-01-19,495,495
60,2020-01-26,113,608
60,2020-01-30,797,1405
60,2020-02-01,857,2262
60,2020-03-02,188,2450
60,2020-03-16,674,3124
60,2020-03-31,927,4051
60,2020-04-02,424,4475
61,2020-01-21,319,319
61,2020-01-22,752,1071
61,2020-01-24,587,1658
61,2020-01-29,14,1754
61,2020-01-29,82,1754
61,2020-02-02,518,2272
61,2020-02-06,6,2278
61,2020-02-09,689,2967
61,2020-02-19,332,3299
61,2020-02-29,66,3365
61,2020-03-17,897,4771
61,2020-03-17,509,4771
61,2020-03-18,322,5093
61,2020-03-23,309,5402
61,2020-03-24,989,6391
61,2020-03-26,773,7661
61,2020-03-26,497,7661
61,2020-03-27,552,8213
61,2020-03-31,857,9550
61,2020-03-31,480,9550
61,2020-04-04,845,10395
61,2020-04-15,318,10713
62,2020-01-16,218,218
62,2020-01-24,430,648
62,2020-03-16,551,1199
63,2020-01-06,234,234
63,2020-01-10,253,487
63,2020-01-16,88,575
63,2020-01-25,225,800
63,2020-02-08,432,1232
63,2020-02-11,363,1595
63,2020-02-23,396,1991
63,2020-02-24,156,2147
63,2020-03-06,151,2298
63,2020-03-10,932,3230
63,2020-03-12,618,3848
63,2020-03-23,727,4575
63,2020-03-31,565,5140
64,2020-01-08,442,442
64,2020-01-25,993,1435
64,2020-01-26,897,2332
64,2020-02-03,49,2381
64,2020-02-11,464,2845
64,2020-02-18,363,3208
64,2020-03-08,156,3364
64,2020-03-22,904,4268
64,2020-03-29,561,4829
65,2020-01-26,690,690
65,2020-01-30,665,1355
65,2020-03-03,81,1436
65,2020-03-17,260,1696
65,2020-03-26,96,2350
65,2020-03-26,558,2350
65,2020-04-10,931,3281
66,2020-01-16,917,917
66,2020-01-17,175,1092
66,2020-01-20,463,1555
66,2020-01-22,493,2048
66,2020-01-23,77,2125
66,2020-02-20,422,2547
66,2020-02-21,57,2604
66,2020-03-06,908,3512
66,2020-03-13,528,4040
66,2020-03-24,573,4613
67,2020-01-22,79,79
67,2020-01-23,705,909
67,2020-01-23,125,909
67,2020-01-26,684,1593
67,2020-02-05,748,2341
67,2020-02-07,393,2734
67,2020-02-18,617,3351
67,2020-03-01,770,4994
67,2020-03-01,873,4994
67,2020-03-18,907,5901
67,2020-03-24,289,6190
67,2020-04-02,344,6534
67,2020-04-06,230,6764
67,2020-04-09,751,7706
67,2020-04-09,191,7706
68,2020-01-20,574,574
68,2020-02-27,296,870
68,2020-03-03,696,1566
68,2020-03-08,488,2054
68,2020-03-17,536,2590
68,2020-03-23,224,2814
68,2020-03-24,234,3048
69,2020-01-10,124,124
69,2020-01-17,901,1025
69,2020-01-21,812,1837
69,2020-01-22,3,1840
69,2020-01-23,193,2033
69,2020-02-08,976,3981
69,2020-02-08,972,3981
69,2020-02-14,216,4197
69,2020-02-16,754,4951
69,2020-02-19,168,5119
69,2020-02-22,724,6294
69,2020-02-22,451,6294
69,2020-02-25,450,6744
69,2020-03-07,792,7536
69,2020-03-11,541,8077
69,2020-03-13,755,8832
69,2020-03-16,237,9069
69,2020-03-24,597,9666
69,2020-03-27,187,9853
69,2020-03-30,437,10290
69,2020-04-01,269,10559
69,2020-04-04,478,11037
70,2020-01-08,786,786
70,2020-01-17,265,1051
70,2020-01-22,205,1256
70,2020-01-26,602,1858
70,2020-01-28,591,2449
70,2020-01-31,117,2566
70,2020-02-11,221,2787
70,2020-02-13,659,3446
70,2020-02-25,359,3805
70,2020-03-09,927,4732
70,2020-03-17,337,5069
70,2020-03-18,62,5131
70,2020-03-22,934,6065
70,2020-03-29,165,6230
71,2020-01-14,128,128
71,2020-02-17,178,306
71,2020-02-25,623,929
71,2020-03-14,592,1521
72,2020-01-20,796,796
72,2020-02-06,390,1186
72,2020-02-08,493,1679
72,2020-02-24,932,2611
72,2020-02-28,564,3175
72,2020-03-18,627,4294
72,2020-03-18,492,4294
72,2020-03-24,800,5094
72,2020-03-28,212,5306
72,2020-04-10,92,5398
72,2020-04-17,555,5953
73,2020-01-06,442,442
73,2020-01-10,71,513
74,2020-01-13,229,229
74,2020-03-21,89,318
75,2020-01-22,234,234
75,2020-02-21,60,294
76,2020-01-04,641,1194
76,2020-01-04,553,1194
76,2020-01-05,485,1679
76,2020-01-11,139,1818
76,2020-01-13,900,2718
76,2020-01-21,775,3493
76,2020-01-24,981,4474
76,2020-01-29,771,5245
76,2020-02-05,847,6092
76,2020-02-08,754,7213
76,2020-02-08,367,7213
76,2020-02-10,859,8072
76,2020-02-14,716,8788
76,2020-02-23,693,9481
76,2020-03-02,251,9732
76,2020-03-07,797,10529
76,2020-03-26,598,11127
77,2020-01-08,120,120
77,2020-02-19,381,501
77,2020-03-01,616,1117
77,2020-03-07,92,1209
77,2020-03-08,412,1621
78,2020-01-28,986,986
78,2020-01-31,292,1278
78,2020-02-03,935,2213
78,2020-02-05,640,2853
78,2020-02-11,108,2961
78,2020-02-12,289,3250
78,2020-02-16,300,3550
78,2020-03-13,103,3653
78,2020-03-22,511,4164
78,2020-03-24,659,4823
78,2020-04-14,259,5082
79,2020-01-29,521,521
79,2020-02-24,702,1223
79,2020-02-29,157,1380
80,2020-01-25,795,795
80,2020-02-18,395,1190
80,2020-03-13,131,1321
80,2020-03-26,80,1401
80,2020-03-31,517,1918
80,2020-04-16,423,2341
81,2020-01-25,403,403
81,2020-02-12,802,1205
81,2020-02-22,558,1763
81,2020-03-04,497,2260
81,2020-03-09,741,3001
81,2020-03-10,744,3745
81,2020-03-29,643,4388
81,2020-04-01,224,4612
81,2020-04-11,65,4677
81,2020-04-14,494,5171
81,2020-04-19,610,5781
81,2020-04-20,473,6254
82,2020-01-09,363,363
82,2020-01-15,972,1335
82,2020-01-16,979,2314
82,2020-01-18,193,2507
82,2020-01-26,889,3396
82,2020-01-27,854,4250
82,2020-01-28,760,5446
82,2020-01-28,436,5446
82,2020-01-30,900,6346
82,2020-02-04,74,6420
82,2020-03-06,66,6486
82,2020-03-10,764,7250
82,2020-03-14,778,8028
82,2020-03-15,789,8817
82,2020-04-02,946,9763
82,2020-04-03,419,10182
83,2020-01-09,942,942
83,2020-01-25,875,1817
83,2020-01-27,718,2535
83,2020-02-09,655,3190
83,2020-02-11,787,3977
83,2020-02-19,308,4285
83,2020-02-27,41,4326
83,2020-03-03,301,4627
83,2020-03-09,713,5340
83,2020-03-18,617,5957
83,2020-03-21,827,6784
83,2020-03-28,566,7350
83,2020-03-30,67,7664
83,2020-03-30,247,7664
83,2020-04-07,365,8029
84,2020-01-23,968,968
84,2020-03-05,359,1327
85,2020-01-11,467,467
85,2020-03-23,609,1076
85,2020-04-04,430,1506
86,2020-01-03,12,12
86,2020-01-13,592,604
86,2020-01-18,681,1285
86,2020-01-22,144,1429
86,2020-01-26,662,2234
86,2020-01-26,143,2234
86,2020-02-06,125,2359
86,2020-02-09,993,3352
86,2020-02-12,582,3934
86,2020-02-21,541,4475
86,2020-02-24,865,5340
86,2020-03-02,767,6107
86,2020-03-08,217,6324
86,2020-03-11,901,7225
86,2020-03-20,595,7820
86,2020-03-22,710,8530
86,2020-03-26,772,9302
86,2020-03-28,356,9658
86,2020-03-30,563,10221
87,2020-01-13,777,777
87,2020-01-21,616,1393
87,2020-01-22,524,1917
87,2020-01-29,2,1919
87,2020-02-02,661,2580
87,2020-02-06,561,3141
87,2020-02-14,183,3324
87,2020-02-17,107,3431
87,2020-02-19,376,4112
87,2020-02-19,305,4112
87,2020-02-26,682,4794
87,2020-03-05,197,4991
87,2020-04-05,995,5986
87,2020-04-10,627,6613
88,2020-01-12,672,672
88,2020-01-20,236,908
88,2020-01-28,943,1851
88,2020-02-04,188,2087
88,2020-02-04,48,2087
88,2020-02-17,732,2819
88,2020-02-26,85,2904
88,2020-03-10,908,3812
88,2020-03-27,580,4392
88,2020-04-08,84,4476
89,2020-01-25,210,210
89,2020-02-07,86,296
89,2020-02-14,537,833
89,2020-02-17,478,1311
89,2020-02-25,788,2099
89,2020-03-01,922,3021
89,2020-03-08,246,3267
89,2020-03-19,757,4024
89,2020-03-22,418,4442
89,2020-03-23,475,4917
89,2020-04-01,415,5332
89,2020-04-06,737,6069
89,2020-04-08,249,6318
89,2020-04-16,864,7182
89,2020-04-20,671,8213
89,2020-04-20,360,8213
90,2020-01-19,890,890
90,2020-01-22,472,1387
90,2020-01-22,25,1387
90,2020-01-29,434,1821
90,2020-01-31,869,2690
90,2020-02-03,290,2980
90,2020-02-04,111,3091
90,2020-02-09,830,3921
90,2020-02-10,365,4286
90,2020-02-12,393,4679
90,2020-02-16,978,5657
90,2020-02-23,534,6191
90,2020-02-25,217,6408
90,2020-02-26,731,7139
90,2020-02-29,132,7271
90,2020-03-07,22,7293
90,2020-03-09,279,7572
90,2020-03-28,124,7696
90,2020-03-30,814,8510
90,2020-04-13,222,8732
91,2020-01-11,856,856
91,2020-01-21,883,1957
91,2020-01-21,218,1957
91,2020-01-22,343,2445
91,2020-01-22,145,2445
91,2020-02-08,533,2978
91,2020-02-10,238,3692
91,2020-02-10,476,3692
91,2020-02-11,426,4118
91,2020-02-12,796,4914
91,2020-02-17,871,5785
91,2020-02-25,485,6771
91,2020-02-25,501,6771
